id,datetime,user,size,change,note
993182964,2020-12-09 06:01:00,Bdushaw,500212,+10,→‎2020 presidential election:  ce - some word smithing to try to adjust a sentence that seems awkward
993008947,2020-12-08 08:44:00,Mandruss,500202,+52,→‎2020 presidential election:  +serial comma per article convention ;; cite cleanup
992969967,2020-12-08 02:42:00,Starship.paint,500150,,Personal attempts to overturn losses which were not legal challenges. Three states
992938787,2020-12-07 22:44:00,Maxeto0910,499437,+52,Added a link.
992885384,2020-12-07 16:54:00,Ivanvector,499385,−55,Edit requested by (PyroFloe)
992843830,2020-12-07 11:59:00,Mandruss,499440,+45,cite cleanup
992835524,2020-12-07 10:30:00,Aquillion,499395,+359,another cite
992612991,2020-12-06 05:44:00,Mandruss,499036,+1,→‎Pardons and commutations:  +serial comma per article convention
992611226,2020-12-06 05:27:00,Mandruss,499035,0,→‎2020 presidential election:  ditto
992611071,2020-12-06 05:26:00,Mandruss,499035,0,→‎Russia:  ditto
992610980,2020-12-06 05:25:00,Mandruss,499035,0,→‎North Korea:  ditto
992610810,2020-12-06 05:24:00,Mandruss,499035,0,"→‎Pardons and commutations:  MOS:JOBTITLES, preceded by modifier"
992610068,2020-12-06 05:17:00,GorillaWarfare,499035,+466,Reverted to revision 992596236 by Mandruss (talk): Please see multiple inline notes as well as info on the talk page about not changing the lead without consensus. Simply starting a conversation on the talk page is not sufficient; you must wait for involvement from others (and eventual consensus)
992609232,2020-12-06 05:09:00,CozyandDozy,498569,0,
992609118,2020-12-06 05:08:00,CozyandDozy,498569,−57,
992609015,2020-12-06 05:06:00,CozyandDozy,498626,−171,
992608916,2020-12-06 05:05:00,CozyandDozy,498797,−4,
992608834,2020-12-06 05:05:00,CozyandDozy,498801,−68,
992608689,2020-12-06 05:03:00,CozyandDozy,498869,+40,
992608591,2020-12-06 05:02:00,CozyandDozy,498829,+357,
992608239,2020-12-06 04:59:00,CozyandDozy,498472,−220,
992607970,2020-12-06 04:56:00,CozyandDozy,498692,+99,
992607806,2020-12-06 04:55:00,CozyandDozy,498593,+251,
992607469,2020-12-06 04:52:00,CozyandDozy,498342,+3,more logical placement
992607336,2020-12-06 04:50:00,CozyandDozy,498339,−1,more encyclopedic language
992606486,2020-12-06 04:43:00,CozyandDozy,498340,−318,"the litigation is not lede worthy, though Trump's reaction is."
992606182,2020-12-06 04:40:00,CozyandDozy,498658,,Mueller doesn't belong in lede (no charges were filed). Impeachment does but can be broken into different paragraph.
992605966,2020-12-06 04:38:00,CozyandDozy,500229,+413,more concision
992604937,2020-12-06 04:28:00,CozyandDozy,499816,−2,
992604851,2020-12-06 04:27:00,CozyandDozy,499818,+7,
992604713,2020-12-06 04:26:00,CozyandDozy,499811,+38,
992604567,2020-12-06 04:25:00,CozyandDozy,499773,+11,better flow
992604335,2020-12-06 04:22:00,CozyandDozy,499762,−19,"too much emphasis on the popular vote. He was elected president under our system. That he lost the popular vote is important, but belongs in the seond sentene."
992604090,2020-12-06 04:20:00,CozyandDozy,499781,+3,proper noun more apt in topic sentence
992604025,2020-12-06 04:19:00,CozyandDozy,499778,,Adding paragraph about economy under Trump.
992603116,2020-12-06 04:10:00,CozyandDozy,498872,−163,"Description of political positions not relevant enough for lede (Trumpism is about a rhetorical style, not policies), and out of the scope of this sentence."
992596236,2020-12-06 03:06:00,Mandruss,499035,+148,→‎2020 presidential election:  cite cleanup
992595089,2020-12-06 02:56:00,Mandruss,498887,+80,→‎2020 presidential election:  cite cleanup
992593893,2020-12-06 02:46:00,Mandruss,498807,−37,"→‎2020 presidential election:  re-bundle cites the correct way, without using a footnote"
992532225,2020-12-05 19:34:00,Mandruss,498844,+10,→‎2020 presidential election:  mce
992464100,2020-12-05 11:52:00,Space4Time3Continuum2x,498834,−2,→‎2020 presidential election:  Updating
992463796,2020-12-05 11:48:00,Space4Time3Continuum2x,498836,−10,Not in body. And non-cooperation appears to be continuing: https://www.washingtonpost.com/national-security/pentagon-blocks-biden-transition-team/2020/12/04/2e7042fa-3656-11eb-a997-1f4c53d2a747_story.html
992447404,2020-12-05 09:13:00,Orenburg1,498846,0,sp
992334824,2020-12-04 18:56:00,Neutrality,498846,−31,→‎2020 presidential election:   copy edit; mv some text up
992334475,2020-12-04 18:53:00,Neutrality,498877,−500,→‎2020 presidential election:   trim/condense some not-very-important content; cut dupe cites/swap cite
992313496,2020-12-04 16:55:00,ONUnicorn,499377,−11,"consensus on the talk page seems to be ""refused to concede defeat"", leaving out the ""so far"" or ""as of"" language."
992231949,2020-12-04 05:09:00,TheAlderaanian,499388,,Initially
992190752,2020-12-04 00:03:00,Mandruss,498738,,Reverted to revision 992189268 by Mandruss (talk): Disputed and under discussion
992190067,2020-12-03 23:59:00,Interstellarity,499377,−1,spacing
992189885,2020-12-03 23:58:00,Interstellarity,499378,0,fix
992189623,2020-12-03 23:56:00,Interstellarity,499378,,Adding statement on presidential rankings.
992189268,2020-12-03 23:53:00,Mandruss,498738,−2,rm space before citation 2x
992188814,2020-12-03 23:49:00,MelanieN,498740,+6,"expand title, per request at talk"
992187890,2020-12-03 23:41:00,Mandruss,498734,,Undid revision 992090336 by Tobby72 (talk)  - rv - 1. Not found in a Trump sub-article per WP:SYNC. 2. Probably excessive detail for this one-page biography anyway.
992097564,2020-12-03 14:02:00,TomCat4680,499447,−1,→‎Controversy over face masks as strategy for pandemic mitigation
992090336,2020-12-03 13:06:00,Tobby72,499448,,the last remaining agreement limiting U.S. and Russian nuclear forces
992038079,2020-12-03 03:58:00,Mandruss,498735,0,cite cleanup
992037871,2020-12-03 03:56:00,Mandruss,498735,−9,cite cleanup
992036146,2020-12-03 03:40:00,Freezingwedge,498744,+7,
991966340,2020-12-02 19:36:00,Mandruss,498737,,→‎2020 presidential election:  - rv - 1. Not found in a Trump sub-article per WP:SYNC. 2020 United States presidential election is not a Trump sub-article. 2. Probably excessive detail for this biography anyway.
991961671,2020-12-02 19:07:00,Citation bot,499321,−4,Alter: title. | You can use this bot yourself. Report bugs here. | Suggested by Grimes2 | Category:CS1 errors: missing name | via #UCB_Category 420/577
991954963,2020-12-02 18:25:00,Space4Time3Continuum2x,499325,−260,"→‎Domestic policy:  ""... negotiators negotiated ... with negotiators ..."" without ref"
991937659,2020-12-02 16:44:00,Bdushaw,499585,−11,"→‎2020 presidential election:  ce, simplify wording"
991937075,2020-12-02 16:40:00,Bdushaw,499596,−6,→‎2020 presidential election:  update election results numbers
991934856,2020-12-02 16:28:00,Bdushaw,499602,+1,→‎2020 presidential election:  fix cite error
991934488,2020-12-02 16:26:00,Bdushaw,499601,+6,→‎2020 presidential election:  consolidate sentences
991933407,2020-12-02 16:20:00,Bdushaw,499595,+6,"→‎2020 presidential election:  rework sentence - first part is AP, not trump allies."
991918815,2020-12-02 14:41:00,DeathTrain,499589,+261,→‎Economy and trade:  Readded USMCA.
991909164,2020-12-02 13:25:00,ValarianB,499328,+5,"Undid revision 991901578 by Sa57arc (talk) ""accusations"" is appropriate here, as Trump is accusing others of committing felonies"
991901578,2020-12-02 12:06:00,Sa57arc,499323,−5,"""claims"" is more WP:NPOV"
991852082,2020-12-02 03:44:00,Mandruss,499328,,"Undid revision 991830135 by Starship.paint (talk) - Stop chasing daily headlines in this one-page top-level biography. Is this already in a Trump sub-article? That's required for consideration here, per WP:SYNC."
991830135,2020-12-02 01:18:00,Starship.paint,499920,,Barr contradicts Trump on fraud
991811729,2020-12-01 23:10:00,Bergeronpp,499328,−8,→‎Early life:  already linked
991793794,2020-12-01 21:20:00,LeftiePete,499336,+4,"Undid revision 991793673 by LeftiePete (talk) Again, grammar."
991793673,2020-12-01 21:19:00,LeftiePete,499332,−4,Undid revision 991793476 by LeftiePete (talk)
991793476,2020-12-01 21:18:00,LeftiePete,499336,+4,"Again, grammar"
991793326,2020-12-01 21:17:00,LeftiePete,499332,+11,Grammar
991785186,2020-12-01 20:28:00,Mandruss,499321,−6,→‎top:  more natural sounding to use pronouns where unambiguous
991755258,2020-12-01 17:34:00,Ivanvector,499327,−4,→‎top:  Combine with a relevant summary of his presidency in a better developed paragraph. Quality articles shouldn't have one-liner incidents in the lede like this.
991753412,2020-12-01 17:23:00,Ivanvector,499331,,"Reverted good faith edits by Pennsylvania2 (talk): Please discuss this change on the talk page. While no doubt true, the newest of the sources provided is a year and a half old."
991750835,2020-12-01 17:09:00,Pennsylvania2,500548,+1,Fix
991750764,2020-12-01 17:09:00,Pennsylvania2,500547,,"Given he is now a lame-duck presidency, it is appropriate to speak about the historical view of his presidency."
991749629,2020-12-01 17:01:00,EditQwerty,499331,+52,Adding wikilinks
991635548,2020-12-01 02:08:00,SPECIFICO,499279,−226,RS say Trump had little or no part in this. It imp.emented Democrats' agenda.
991624727,2020-12-01 00:59:00,DeathTrain,499505,−78,→‎Economy and trade:  Not neccessarily.
991624339,2020-12-01 00:56:00,DeathTrain,499583,+304,→‎Economy and trade:  Added USMCA.
991505598,2020-11-30 12:26:00,Space4Time3Continuum2x,499279,+432,→‎Pardons and commutations
991504179,2020-11-30 12:11:00,Space4Time3Continuum2x,498847,−80,"→‎Pardons and commutations:  Trimming - two years later, the exact months of the 2018 pardons and commutations don't seem particularly important"
991501633,2020-11-30 11:45:00,Space4Time3Continuum2x,498927,−230,→‎General election campaign:  Trimming third source for these stats.
991501052,2020-11-30 11:39:00,Space4Time3Continuum2x,499157,−5,→‎General election campaign:  Fixing link
991500643,2020-11-30 11:34:00,Space4Time3Continuum2x,499162,−140,→‎2020 presidential election:  Rephrasing (a bit early to draw conclusions?)
991499650,2020-11-30 11:23:00,Space4Time3Continuum2x,499302,−52,"→‎2020 presidential election:  It’s not an op-ed, it’s an article by the AP Washington bureau chief."
991498958,2020-11-30 11:15:00,Space4Time3Continuum2x,499354,,→‎2020 presidential election
991497133,2020-11-30 10:57:00,Space4Time3Continuum2x,498768,−12,"→‎2020 presidential election:  WP:YOUDONTSAY, following ""with the results still unclear"""
991397091,2020-11-29 21:07:00,WikiCleanerBot,498780,−1,v2.04b - Bot T22 bogus-image-options - Fix errors for CW project (Bogus image options)
991379667,2020-11-29 19:16:00,Mandruss,498781,−3,partial rv of User:Ice bear johny 13:00 UTC
991378855,2020-11-29 19:11:00,Mandruss,498784,0,partial rv of User:Ice bear johny 13:07 UTC
991353221,2020-11-29 16:44:00,Space4Time3Continuum2x,498784,0,→‎2020 presidential election:  Corrected date
991332816,2020-11-29 14:30:00,Space4Time3Continuum2x,498784,0,→‎2020 presidential election:  Updating
991330444,2020-11-29 14:12:00,KylieTastic,498784,−2,rvt broken image
991324977,2020-11-29 13:34:00,Space4Time3Continuum2x,498786,−3,→‎Iran:  Misunderstanding - the general and the Quds Force commander are one and the same person. Maj.-Gen. Suleimani was the commander  of the Revolutionary Guards’ Quds Force
991323371,2020-11-29 13:24:00,Space4Time3Continuum2x,498789,+12,"→‎Real estate:  Reverting https://en.wikipedia.org/w/index.php?title=Donald_Trump&type=revision&diff=991196469&oldid=991126736.  According to the description, it’s a slightly distorted combination of three photos with some of the adjacent buildings cropped out. If readers want to see the entire structure, they can click on the link to the Trump Tower article (image too large for this article)."
991321237,2020-11-29 13:07:00,JN Dela Cruz,498777,+4,→‎Presidency (2017–present): final grammar fix (slight)
991320622,2020-11-29 13:02:00,JN Dela Cruz,498773,+6,
991320287,2020-11-29 13:00:00,JN Dela Cruz,498767,+3,fixed gramme
991270149,2020-11-29 05:10:00,Thorpewilliam,498764,0,Undid revision 991126736 by Space4Time3Continuum2x (talk) There was no block per se; if you can provide ample RS on the talk then you're justified. Prior wording was acceptable.
991196469,2020-11-28 20:09:00,Bergeronpp,498764,−11,→‎Business career
991126736,2020-11-28 11:48:00,Space4Time3Continuum2x,498775,0,"Per Talk, https://en.wikipedia.org/wiki/Talk:Donald_Trump#Modification_on_last_sentence_of_lead_re._transition"
991085807,2020-11-28 05:04:00,Bergeronpp,498775,+4,→‎Early life
991079594,2020-11-28 04:07:00,Thorpewilliam,498771,−64,Undid revision 991066276 by Thorpewilliam (talk) Self-revert in accordance with ArbCom guidelines
991066276,2020-11-28 02:22:00,Thorpewilliam,498835,+64,"Undid revision 991057511 by Mandruss (talk) I added it to the body myself yesterday and was planning of modifying the lead to reflect this development, though I had not yet worked out the wording. Only 12 words were added; I believe this allows the lead to remain summary, as it should be"
991057511,2020-11-28 01:14:00,Mandruss,498771,−64,"Undid revision 991052871 by Thorpewilliam (talk) - Lead summarizes body. Before adding lead content, please check for it in the body."
991056583,2020-11-28 01:07:00,Mandruss,498835,−19,cite cleanup
991055242,2020-11-28 01:00:00,Mandruss,498854,−8,MOS:PUNCT
991053833,2020-11-28 00:50:00,Mandruss,498862,+143,→‎2020 presidential election:  cite cleanup
991052871,2020-11-28 00:43:00,Thorpewilliam,498719,+64,Trump ordered transition process to begin four days ago; ~17 days after result was called
991050975,2020-11-28 00:27:00,Mandruss,498655,+33,"→‎Pressure to abandon pandemic shutdown mandates early:  cite cleanup, MOS:LQ 1x"
991050278,2020-11-28 00:21:00,Mandruss,498622,+21,→‎Foreign policy:  cite cleanup
991049143,2020-11-28 00:13:00,Mandruss,498601,−4,→‎Early life:  MOS:OVERLINK
991032127,2020-11-27 22:18:00,Thanoscar21,498605,+1,Minor grammar edit.
991031864,2020-11-27 22:17:00,Thanoscar21,498604,,"Rm part about the Trump organization; this is about trump, not the organization. Feel free to revert."
991031188,2020-11-27 22:13:00,Thanoscar21,500197,−7,Rm Donald
991026212,2020-11-27 21:43:00,Blainster,500204,−1,→‎Donald Trump:  Fixed typo
991025606,2020-11-27 21:40:00,Blainster,500205,+2,→‎Donald Trump:  new paragraph - separate subject
